GND,Biographie
116879017,"entstammt einem alten westfälisch-niedersächsischen Freiherrngeschlechte, das schon seit 1505 in Kurland ansässig ist, u. wurde am 5. April (24. März a. St.) 1865 zu Riga in Livland geboren. Er erhielt seinen ersten Unterricht auf dem väterlichen Gute Wellikau, besuchte dann das Stadtgymnasium in Riga u. das Nikolai-Gymnasium in Libau, worauf er die Universität Berlin bezog, an der er sich hauptsächlich philosophischen, ästhetischen, literarund kulturhistorischen Studien widmete. Schon als Student literarisch tätig, trat er später als zweiter Redakteur in die Redaktion des „Deutschen Adelsblatts“, um dann (1886) in Gemeinschaft mit dem Herausgeber dieses Blattes, Rud. von Mosch, die illustrierte Zeitschrift „Deutsche Post“, ein Gesamtorgan für die Deutschen aller Länder, insbesondere des Auslandes, zu begründen. Die Zeitschrift wurde unter G.s Leitung offizielles Organ des damals über 30 000 Mitglieder zählenden „Allgemeinen Deutschen Schulvereins zur Erhaltung des Deutschtums im Auslande“, trennte sich aber infolge der sogenannten Kanzlerkrisis 1887 von diesem Verbande. Das später erlassene Verbot der „Deutschen Post“ durch die russische Oberpreßverwaltung hatte zur Folge, daß G. aus der Leitung u. dem Verlage dieses Blattes gänzlich ausschied, um sich eigener schriftstellerischer Tätigkeit zu widmen. Zwar übernahm er 1890 auf Drängen des Herausgebers und des Verlags der „Deutschen Post“ abermals deren Oberleitung, legte sie aber bald wieder nieder u. nahm seine früheren Beziehungen wieder auf. Seit 1898 gibt er die Zeitschrift „Der Türmer“ heraus, woran sich dann 1902 die Herausgabe des „Türmer Iahrbuchs“ schloß, das seit 1908 unter dem Titel „Am Webstuhl der Zeit“ erscheint, und seit 1904 auch die „Bücher der Weisheit u. Schönheit“. Seinen Wohnsitz verlegte G. 1903 von Berlin nach Bad Oeynhausen. Am Strome der Zeit (Dn.), 1885. – Das Baltische Dichterbuch (Anthol. mit biographisch-kritischen Studien), 1894. – Heinrich Heine als deutscher Lyriker (Eine literarische Ketzerei), 1894. – Der Segen der Sünde (Geschichte eines Menschen), 1897. 10. T. 1905. – Probleme und Charakterköpfe (Studien zur Literatur unserer Zeit), 1897. 12. T. 1905. – Gottsuchers Wanderlieder (Dn.), 1898. – Die Halben (R. aus unserer Zeit), 1. u. 2. A. 1900. – Lucian (Auswahl a. seinen Schriften, hrsg.); – Aus deutscher Dämmerung (Schattenbilder einer Übergangskultur), 1. u. 2. A. 1909."
116879483,"* am 25. März 1854 zu Dorpat als der Sohn des bekannten, verdienstvollen Staatsrats und Professors G., der einige Iahre später nach Breslau kam, besuchte hier das Gymnasium und sollte nach des Vaters Wunsch studieren, verließ aber, getrieben von einer gewaltigen Neigung zur dramatischen Kunst u. angeregt durch Karl von Holtei, mit 18 Iahren die Breslauer Hochschule u. stellte sich dem Herzoge v. Meiningen vor, der ihn als Graf Kent in „Maria Stuart“ auftreten ließ. Aber das erste Debüt fiel so unglücklich aus, daß G. Meiningen sogleich wieder verließ. Eine einjährige Rundreise an kleine sächsische Bühnen verschaffte G. bald die nötige Bühnenroutine, worauf er zu besserer Beschäftigung und Gage nach Meiningen zurückkehrte. Im Iahre 1875 nahm G. ein Engagement b. Direktor Borsdorff in Pyrmont an, spielte mit dieser Truppe auch in Detmold, Osnabrück, Münster, Bielefeld, Dortmund und seit 1875 in Lübeck, wo er auch seiner Militärpflicht genügte. Im Iahre 1876 hielt er sich in Paris auf, um das Wesen der französischen Schauspielkunst kennen zu lernen, wirkte 1877 als Regisseur und Schauspieler in Bremen, seit 1881 am Stadttheater in Leipzig, wurde im Herbst 1884 Mitglied der Dresdener Hofbühne und 1886 der Meininger Hofbühne. Im Iahre 1887 für ein längeres Gastspiel am königl. Schauspielhaus in Berlin engagiert, übernahm er nach Otto Devrients Abgang (Dezbr. 1890) die Regie des Schauspielhauses in Berlin mit dem Titel eines Oberregisseurs. In dieser Stellung blieb G. bis zum 1. Oktbr. 1906, erhielt aber schon am 1. Ianuar 1906 Urlaub, den er zu mancherlei Gastspielen benutzte. Zum 1. April 1909 berief ihn unter Verleihung des Charakters als Geh. Hofrat der Herzog von Meiningen zum obersten Leiter der Meininger Hofbühne. Christian Günther (Schsp.), 1882. – Strandgut (Schsp.), 1885. – Hans im Glück (Schsp.), 1886. – In Kaisers Schutz (Festsp.), 1887. – Im Bann der Bühne (Ge. eines Schauspielers), 1901. – Im Theaterland (Hum. Sk.), 1908."
116893001,"geb. am 18. Iuli 1876 in Lemberg, besuchte das Gymnasium daselbst und studierte darauf an der Wiener Universität erst Iura, dann Germanistik und Kunstgeschichte mit ihren Hilfsfächern. Er unternahm wiederholt Studienreisen nach Deutschland, um die Galerien u. Archive auszunutzen, wurde 1901 Lehramtskandidat für Mittelschulen und ist seit 1895 literarisch tätig. Außer verschiedenen Essays über vergleichende Literaturund Kunstwissenschaft lieferte er Übersetzungen aus dem Slawischen und beschäftigte sich zuletzt mit einem ausführlichen, auf neuen Quellen aufzubauenden Werke über Goethes Iugendfreund I. H. Merck, über den er bereits „Die Bildnisse I. H. Mercks“ (1904) veröffentlicht hat. Gedichte, 1906."
1212021932,"psd. Ianuar (a. St.) 1821 zu Schönberg in Kurland als der einzige Sohn eines Müllers geboren. Nach mehrjährigem Unterricht im Elternhause kam er 1830 in Pension nach Riga, wo er für den Kaufmannsstand vorgebildet wurde. Von 1835–39 war G. in einem englischen Handlungshause tätig und trat dann 1840 als Beamter in ein offizielles Bureau für Schiffahrt und Importhandel ein. Neben seiner realen Beschäftigung suchte er auch auf dem idealen Lieblingswege, auf den ihn schon früh die Musen verlockt hatten, autodidaktisch fortzuschreiten. Lebhafte Anregung erhielt er durch die zeitweilig in Riga, seinem Wohnsitz, lebenden bekannten Persönlichkeiten Karl von Holtei, W. A. Wohlbrück, Roman von Budberg, A. von Wittorff, Leopold Arens, Fr. von Rieckhoff u. a., sowie durch das Theater, bei dem er sich mit dramaturgischen Arbeiten, Bearbeitungen und Übersetzungen von Schauspielen und Possen beschäftigte. Im Iahre 1851 gab er „Die Biene“ heraus, Monatshefte mit belletristischem Inhalt; 1858 bis 1859 war er Mitarbeiter der „Rigaischen Stadtblätter“, 1860–70 der „Rigaischen Zeitung“ und seit 1870 redigierte er auch die „Rigaische Börsenund Handelszeitung“. Büchlein der Lieder, 1850. – Fünfzig Stunden auf der Düna (Poet. E.), 1850. – Neue Gedichte, 1851. – Verandi (Zeitgedicht), 1855."
11869894X,"( Guenther 1886 in Mitau (Kurland) als Sohn eines russischen Kollegienrats geboren, verbrachte seine Kinderzeit in Windau a. d. Ostsee und genoß seine Schulbildung in Mitau. Seit 1904 lebt er abwechselnd in seiner Heimatstadt und auf Reisen, die ihn bisher vornehmlich durch Rußland, Polen, Deutschland und Österreich führten. Seit 1909 ist er deutscher Korrespondent der Monatsschrift „Apollon“ (St. Petersburg) und ist seit 1910 mit der Herausgabe der „Sämtlichen Werke“ des russischen Großfürsten Konstantin in autorisierter Übersetzung betraut. Schatten u. Helle (Ge.), 1906. – Sonette von der Liebe, 1908. – Der Magier (Dr. in russisch. Sprache, deutsch von P. Potjomkin), 1909. – „Telemach“ (Ge.), 1911."
122762252X,"wurde am 14. Mai 1873 in Riga (Livland) als Sohn des Pastors an der dortigen Iesuskirche Friedrich Karl G. geboren, der aber schon ein halbes Iahr vorher gestorben war. Viktor erhielt mit seinem Zwillingsbruder Richard Otto G. eine gemeinsame Erziehung und Bildung. Beide besuchten 1882–90 zuerst eine Privatschule, dann das Staatsgymnasium in Riga und begaben sich nach einem kurzen Aufenthalte in St. Petersburg nach Weimar, wo sie unter Leitung des bekannten Hofschauspielers Karl Weiser (s. d.!) ein Iahr lang dem Studium der dramatischen Kunst oblagen. Die Erledigung ihrer Dienstpflicht rief sie darauf in die Heimat zurück. Lyrik (Ge.), 1900."
116931868,"wurde am 3. (15. n. St.) Iuni 1863 zu Dorpat geboren u. ist eine Enkelin des zur Zeit Napoleons ausgewanderten und später in Moskau ansässigen Tuchfabrikanten I. A. Willer. Sie erhielt ihre Bildung in Dorpat und absolvierte daselbst 1878 das Examen einer diplomierten Hauslehrerin. Dann folgte sie ihrem Vater nach Moskau, siedelte aber schon im Herbst 1879 nach Reval über, wo sie sich mit dem Kaufmann Konstantin Gutfeldt verlobte. Da die Verheiratung wegen unerwartet eingetretener Familienschicksale hinausgeschoben werden mußte, so nahm Ina die Stelle einer Klassendame am Prinz Oldenburgischen Adelsstifte in Charkow an u. blieb dort bis zu ihrer Verheiratung. Leider wurde die in jeder Beziehung glückliche Ehe schon nach elf Monaten durch den Tod des Gatten getrennt, und die ganz mittellose Witwe sah sich genötigt, abermals zum Selbsterwerb zu schreiten. Sie nahm im Ianuar 1888 die Stelle einer Lehrerin an einem Mädchenpensionate in Reval an und verwaltete dieselbe bis zum Iahre 1893. Im I. 1895 wandte sie sich nach Deutschland, war einige Iahre Sprachlehrerin in Königsberg in Pr. und siedelte 1897 nach Berlin über. Seit dem Iahre 1906 hat sie ihren Wohnsitz in Weimar. Warum? (Bn., Rz. u. Lr.), 1893. 3. A. 1899. – „Zirp, zirp“ (Waldmärchen), 1899. – Der Mohr von Dorpat (R.), 1903. – Meine Seelen (Neue Lr.), 1906. 2. A. 1908."
1202427057,"geb. am 29. März 1804 a. St. zu Weißenstein in Estland, wo sein Vater Sekretär des Vogteigerichts war, kam nach dem Tode des letzteren (1807) mit der Mutter nach Reval und später zu seinem Bruder nach Riga, wo er das Gymnasium absolvierte. Nachdem er von 1826–29 in Dorpat Theologie studiert hatte, wurde er 1830 Prediger der Saratowschen Kolonie Talowka, 1838 Divisionsprediger in Pensa und 1844 Pastor in Tambow, wo er am 24. März (5. April n. St.) 1872 starb. In seiner Eigenschaft als russischer evangelischer Pastor hatte er im Winter große Länderstrecken, bis zu 1200 Werst, zu bereisen, und auf diesen Amtsreisen entstanden die meisten seiner Dichtungen. Außer der eschatologischen Studie „Kosmische Bilder im Lichte der Offenbarung u. Sternkunde“ (1862) veröffentlichte er Evangelische Parabeln und Gedichte; (Lr.), 1860."
116420871,"wurde am 20. Febr. 1871 zu Czernowitz in der Bukowina als der Sohn eines Lehrers geboren, erhielt den ersten Unterricht von seinem Vater, besuchte darauf das Gymnasium u. später die Realschule seiner Vaterstadt und mußte sich dann, da den Eltern die Mittel zu einem weiteren, umfangreichen Studium fehlten, dem Kaufmannsstande widmen. Nachdem er danach noch die Handelsakademie in Czernowitz besucht, ging er 1889 nach Berlin, wo er nach kurzer Zeit seinem Berufe entsagte und Schauspieler ward. Nachdem er durch Ludwig Barnay und Franz Deutschinger in der von ihnen geleiteten Theaterschule seine Vorbildung empfangen, wirkte er bis 1897 in Berlin und anderen Städten als Schauspieler und dramatischer Schriftsteller, bereiste darauf den Orient und ließ sich dann in Wien nieder, wo er seitdem als dramatischer und feuilletonistischer Schriftsteller tätig ist. Außer einigen Bühnenbearbeitungen von Schauspielen Grabbes und Wagners veröffentlichte er Früchte der Schuld (Bürgerl. Tr.), 1892. – Die Eifersüchtigen (Schsp.), 1893. – Verkommen (Sittendrama), 1893. – Das Privatlogis (Lsp.), 1894. – Anka (Dram. Bild), 1894. – Wohltäter (Modernes Dr.), 1895. 2. A. 1899. – Muttersöhne (Dr. Lebensbild), 1896. 2. A. 1899. – Die Gallenen (Märchendrama), 1900. – Er und Sie (Tr. eines Weibes), 1902."
116483350,"wurde am 23. Novbr. 1857 zu Erlangen geboren, wo sein Vater als Professor der Theo-logie an der Universität wirkte, besuchte, als dieser 1866 nach Dorpat berufen ward, hier das Gymnasium und seit 1875 die Universität, an der er Geschichte und Literaturgeschichte studierte, u. verlebte die Iahre 1879 bis 1882 teils an deutschen Universitäten, teils in Italien, promovierte auch 1880 in Göttingen zum Nach seiner Rückkehr nach Livland wurde er Oberlehrer der Geschichte u. deutschen Sprache an dem ritterschaftlichen Gymnasium zu Birkenruh und 1887 Vorsteher einer von ihm gegründeten deutschen Privatrealschule in Wenden. Im Iahre 1889 begab er sich nach Berlin, wo er zwei Iahre als ständiger Mitarbeiter der „Preußischen Iahrbücher“ lebte und ging 1891 als Vertreter der (Münchener) „Allgemeinen Zeitung“ nach Rom. Hier war er auch als Sekretär des „Deutschen Künstlervereins“ tätig, kehrte Anfang 1896 nach Deutschland zurück, wo er in Weimar am Goethe-Schiller-Archiv Studien betrieb, wurde dann im Sommer 1896 Professor für deutsche Sprache und Literatur am Polytechnikum in Darmstadt u. Ende 1904 in gleicher Eigenschaft an Karl Weitbrechts Stelle an die Technische Hochschule in Stuttgart berufen. Napoleon (Dr. G.), 1880. – Goethe in der Epoche seiner Vollendung (1805–32), 1887. – Die klassische Asthetik der Deutschen, 1892. – Essays und Studien zur Literaturgeschichte, 1899. – Schiller (Biogr.), 1898. 3. A. 1905. – Goethes Gedichte in chronolog. Ordnung hrsg., 1901. – Der deutsche Klassizismus im Zeitalter Goethes (Literar. Sk.), 1906."
116523859,"wurde am 23. April 1821 in Auenstein bei Marbach in Württemberg geboren, verweilte, um sich dem Studium der Theologie zu widmen, vier Iahre im niederen Seminar zu Maulbronn und vier Iahre im Stifte zu Tübingen. Im Iahre 1846 ging er nach Livland, wo er bis 1851 als Institutslehrer in Lasdohn und Fellin wirkte, wurde 1856 Pfarrer in Langenbeutingen bei Öhringen, 1872 in Ohmden bei Kirchheim u. T. u. 1880 in Beimbach bei Gerabronn, wo er am 10. Novbr. (nicht: Sept.) 1890 starb. Liederstrauß (Ge.), 1861. – Schillerstudien, 1880. – D. Schubarts Gedichte, hrsg. 1884. – D. Schubart in seinem Leben und seinen Werken, 1885. – Shakespeares Hamlet, 1891."
116527935,"wurde am 29. Iuli 1820 zu Czernowitz in der Bukowina geboren, wo sein Vater als Oberleutnant in Garnison stand, kam im Alter von zwei Iahren nach Wien u. studierte in dem damals von den Piaristen geleiteten akademischen Gymnasium. Er war dann längere Zeit Skriptor an der k. k. Hofbibliothek in Wien u. starb als solcher am 22. Iuli 1881. Albungenlied (Ep. G. a. d. deutschen Sage); hohe Lied, übers. v. Willeram, erklärt von Relindis u. Herrat, Äbtissinnen zu Hohenheim im Elsaß; hrsg., 1864. – Untersuchungen zu Gudrun, 1866."
136709680,"wurde am 7. März 1825 in Mitau als die vorjüngste von sechs Töchtern des dortigen Gymnasialoberlehrers Ioh. Michael von H. geboren und verlebte im Elternhause in bescheidener Zurückgezogenheit eine stille Iugendzeit. Als sie erwachsen war, versuchte sie mehrfach Stellungen als Gouvernante auszufüllen, allein wegen ihrer schwächlichen Natur und fortwährender Kränklichkeit war sie gezwungen, sie immer wieder aufzugeben. So mußte sie darauf verzichten, sich ihr eigenes Brot zu verdienen und zog sich deshalb auf die Liebe und Fürsorge ihrer Verwandten zurück. Sie weilte viel im Hause ein. verheirateten Schwester, deren Tochter und Pflegekindern sie Unterricht gab. Dann begleitete sie ihre jüngste Schwester Iohanna nach Biarritz in Südfrankreich, wo letztere eine Stelle als Organistin an der englischen Kirche angenommen hatte, und 1870 gingen beide nach Petersburg, wo die älteste Schwester Direktrice der St. Annenschule war. Hier hatten sich vier Schwestern zu mehr oder weniger gemeinsamer Arbeit zusammengefunden; doch wurde dieser Kreis in den Iahren 1896–98 durch den Tod der jüngsten und ältesten Schwester gelichtet. Im Sommer 1901 siedelte Iulie mit ihren Angehörigen nach Wössö am estnischen Strand über, um dort die Ferien zuzubringen. Hier starb sie am 2. (15. n. St.) August 1901; ihr Leib wurde in Esko zur Ruhe bestattet. Maiblumen (Lr. einer Stillen im Lande; hrsg. v. Gustav Knak), 1860. – Blumen aus Gottes Garten (Lr. u. Ge.), 1902."
103081062,"wurde am 18. Iuni 1815 zu Wenden bei Rastenburg in Ostpreußen als der Sohn eines Predigers geboren, der 1817 nach Groß-Thierbach versetzt wurde. Vom Vater vorgebildet, bezog er 1829 das Gymnasium zu Elbing und 1837 die Universität Königsberg, wo er Philosophie, Philologie und Pädagogik studierte, absolvierte Michaelis 1840 sein Staatsexamen u. wirkte nun mehrere Iahre als Hauslehrer, legte inzwischen auch sein Probejahr am Gymnasium in Gumbinnen ab. Später ging er nach der Mark, dann nach Schlesien, wo er 7 Iahre lang höheren Privatschulen vorstand, bis er 1858 zum Rektor der höheren Bürgerschule in Strehlen berufen wurde. Hier wirkte er bis zu seiner Pensionierung 1879, und seitdem lebte er in Freiburg a. Unstrut. Hier starb er am 5. November 1901. Außer mehreren Iugendschriften veröffentlichte er Die Kinder des Kommunisten (Volksschr.), 1877. – Romant. Erzählungen aus Thüringens Vorzeit; 1885–87. – Kinderdramen (Theaterstücke, Puppenspiele ꝛc.), 1888."
116932821,"eine Schwester des bekannten Philologen, Professor Wilhelm von H. in Dorpat, wurde am 6. (18. n. St.) September 1844 im Flecken Oberpahlen in Livland als die Tochter des Pastors Emil von H. geboren und lebte bis 1867 teils dort, teils auf dem Gute Neu-Kasseritz bei Werro. In den Iahren 1870–80 machte sie zum Zweck kunstgeschichtlicher und literarischer Studien große Reisen durch Deutschland und Italien und begann dann ihre kulturund kunstgeschichtlichen Vorträge, die sie je nach dem Bedürfnis in italienischer, französischer und deutscher Sprache hielt, und wozu sie den Stoff der Literatur u. Geschichte, vornehmlich aber der Kunstgeschichte Italiens entlehnte. In den Iahren 1880–84 fanden solche Vorträge in den Galerien von Florenz, Siena, Pisa und andern großen Städten Italiens statt, und setzte sie dann dieselben bis 1899 in Deutschland, Österreich, England und der Schweiz fort. So sprach sie auf Einladung des damaligen Kronprinzen von Preußen (späteren Kaisers Friedrich) und seiner Gemahlin im Neuen Palais bei Potsdam über Michel Angelo, folgte dann den Einladungen der Großherzogin von Baden nach Karlsruhe, der Königin v. Württemberg nach Stuttgart, der Erbgroßherzogin von Sachsen nach Weimar, des Königs von Sachsen nach Dresden usw. In den Iahren 1899–1905 lebte sie teils in Italien, teils in Deutschland (seit 1903 in München) mit Quellenstudien zu einem größeren biographischen Werk beschäftigt, das erst erscheinen soll. Außer zahlreichen Essays in deutschen Zeitschriften und „Kulturgeschichtlicher Cicerone für Italienreisende“ ( lichte sie Im Banne der Schmach (R.), 1885. – Dimitar (Histor. R.), 1886."
118862944,"wurde am 9. (21. n. St.) August 1872 in Riga als ein Sohn des Fabrikdirektors Dietrich H. und seiner Frau, der bekannten Schriftstellerin Mia Holm (s. d.) geboren, verlebte seine ersten Iahre in und bei Moskau und kehrte dann mit seinen Eltern nach Riga zurück, wo er das Gymnasium bis zur Unterprima besuchte. Als deutscher Reichsangehöriger ging er, begleitet von seiner Mutter, 1892 nach Lübeck, absolvierte hier das Gymnasium, worauf er 1894 in Berlin das Studium der Rechte begann, das er 1895 in München fortsetzte, bis er im Herbst d. I. seiner Militärpflicht daselbst genügte. Am 1. Oktbr. 1896 trat er in München als Redakteur beim „Simplizissimus“ ein, wurde 1898 Chefredakteur desselben u. Prokurist des Verlags Albert Langen, legte aber am 1. April 1900 die Redaktion nieder und behielt nur die Prokura des genannten Verlages bei. Schloß Übermut (N.), 1898. 2. A. 1902. – Arbeit (Schsp.), 1899. – Mesalliancen (12 Liebesund Ehegeschichten), 1900. – Die Könige (Dr. G.), 1901. – Die Sünden der Väter (Novelletten), 1905. – Thomas Kerkhoven (R.), 1906. 4. T. 1907. – Fräulein Resi (Kom.), 1907."
116965355,"wurde am 14. (26 n. St.) Septbr. 1845 zu Riga als die Tochter des Pastors Heinrich von von ihrem Vater geleitete höhere Töchterschule, bestand das große Lehrerinnenexamen und übernahm nach dem Tode des Vaters die Leitung der Schule, an der sie selbst auch als Lehrerin tätig war. Im Iahre 1871 verheiratete sie sich mit dem Tuchfabrikanten Dietrich nach Moskau folgte. Doch war die Ehe nicht glücklich, und 1884 trennte sich Mia H. von ihrem Gatten und zog in das Haus ihrer Schwester, der Gattin des von Haken in Riga. Nachdem diese Trennung 1888 in eine gesetzliche Scheidung verwandelt war, bereiste Mia H. das Ausland, vorwiegend Deutschland, u. da ihr Sohn bereits die deutsche Staatsangehörigkeit erlangt hatte, so ließ sie sich 1893 gleichfalls dauernd in Deutschland nieder und nahm ihren Wohnsitz erst in Lübeck, 1894 in Berlin und 1895 in München, wo sie seitdem bei ihrem Sohne Korfiz H. (s. d.) lebt. Wider die Natur (N. in V.), 1878. – Träumer-Erich (N. in V.), 1879. – Gedichte, 1882. – Mutterlieder, 1896. Neue Ausg. 1902. – Verse, 1900."
1055122257,"* am 11. Febr. (23. n. St.) 1808 zu Riga, besuchte die damalige Domschule, später das Gymnasium und bezog 1828 die Universität Dorpat, wo er bis 1836 Medizin studierte. Zu weiterer Ausbildung hielt er sich längere Zeit in Wien, Berlin und Paris auf, absolvierte 1842 in Dorpat das Rigorosum u. ließ sich dann als praktischer Arzt in Riga nieder, wo er sich um das Vereinsleben in bezug auf Musik u. Poesie vielfache Verdienste erwarb und am 3. Dezbr. (15. n. St.) 1878 starb. Gedichte, 1878."
117069698,"geb. am 25. Okt. (6 Nov. n. St.) 1856 zu Narva in Estland als der Sohn des dortigen Predigers an der St. Iohanniskirche, besuchte bis zu seinem zwölften Iahre die IohannisKirchschule daselbst und siedelte nach dem Tode seines Vaters (1868) nach Riga über, wo er 1875 das Gouvernements-Gymnasium absolvierte. Von 1876–80 studierte er in Dorpat Theologie, unterzog sich dem Konsistorial-Examen in Reval und der Oberlehrerprüfung in Dorpat und erledigte sein Probejahr in Fennern (Livland). Im Iahre 1882 übernahm er das Amt eines Musiklehrers am Gymnasium und das eines Organisten an der St. Laurentiuskirche in Arensburg auf der Insel Ösel und wurde im Ianuar 1883 daselbst Oberlehrer für Religion am Gymnasium u. Pastor-Diakonus an der Laurentiuskirche, gab aber 1885 diese Stellung auf. Vom Ian. 1886 bis zum Sept. 1887 war er Oberlehrer an der Realschule in Mitau, siedelte darauf aus Gesundheitsrücksichten 1888 nach Deutschland über und besuchte hier mehrere Kurorte. 1889 wurde er Lehrer am theologischen Seminar zu Kropp in Schleswig, 1890 Mitarbeiter im Bureau des Nordbundes der Iünglingsvereine Deutschlands in Hamburg, wo er am Organ des Nordbundes, dem „Iünglingsboten“ literarisch tätig war, lebte in der Folge als Schriftsteller in den Alsterdorfer Anstalten bei Hamburg, in der Stadt Schleswig, auf den Inseln Amrum und Föhr, in Kiel, Görlitz, Dresden und Berlin, war im Sommer 1892 kurze Zeit Hausgeistlicher in Haus Hagenthal bei Gernrode im Harz u. arbeitete 1892–94 als Bibliothekar in den Anstalten des Pastors von Bodelschwingh in Bethel bei Bielefeld. Dann kehrte er nach Riga zurück und siedelte 1902 nach Dorpat über. Gedichte, 1898. 2. A. 1903. – Zu höheren Sternen (Ein Strauß relig. Lyrik), 1903. – König Gustav Adolfs Vikingerfahrt nach Reval (Ep. G.), 1909. – Heimatstimmen (Ein baltisches Iahrbuch; hrsg. mit Viktor Wittrock), 1.–5. Iahrg. 1904–12."
140283080,"* am 11. Iuni 1857 in Lemberg (Galizien), begann seine Studien bei den Dominikanern, besuchte das Gymnasium daselbst u. setzte seine Studien in Wien fort, wo er besonders Nationalökonomie, Völkerrecht, Geschichte und Kunstgeschichte unter Prof. Thaussing hörte, gleichzeitig aber auch den journalistischen und literarischen Beruf ausübte, der nur durch die Erfüllung seiner Militärdienstpflicht unterbrochen wurde. Seit 1878 arbeitete er vorwiegend für Fachblätter (Bildende Kunst — Kunstgewerbe) und trat 1882 bei der „Allgemeinen Kunstchronik“ ein, der er bis 1892, d. h. bis zu ihrer Verlegung nach München, angehörte. Im Iahre 1891 begründete er das Iahrbuch „Wiener Almanach“, das er noch jetzt herausgibt. In den Iahren 1885 und 1893–1910 unternahm er große Reisen durch Europa, Asien, Nordund Südamerika u. Afrika, deren Eindrücke er seitdem in seinen Schriften niedergelegt hat. I. hält auch populäre u. kunstwissenschaftl. Vorträge, besonders aus d. Gebiet der Länderund Völkerkunde. Reisemomente, 1886. 3. A. 1890. – Von der Donau bis zur Demboviza, 1893. – Die Iuden im Orient, 1893. – Vom Kreuz zum Halbmond, 1894. – MittelmeerFragmente, 1895. – Im Morgenland, 1896. – Streifzüge und Streiflichter, 1897. – Ienseit der Pyrenäen (Kulturbilder aus Spanien, Portugal, Marokko), 1898. – Unter der britischen Flagge, 1889. – Wanderungen in Rußland (Zeitbilder), 1900. – Die nordische Atlantis (Island und Faröer). Kulturbilder und Landschaften, 1904."
1089582196,"pseud. von Igar, 4. (16. n. St.) September 1844 in Riga geboren. Lebhaften Geistes u. empfänglichen Gemüts nahm sie zahlreiche Eindrücke in sich auf, ehe sie auch nur daran dachte, dieselben schriftstellerisch zu verwerten. Mit 18 Iahren verheiratete sie sich in Riga, und ihre Verhältnisse gestatteten es ihr, einen großen Teil der Welt und viele bedeutende Menschen kennen zu lernen. Eine im Iahre 1875 nach dem Orient unternommene Reise regte sie zum Niederschreiben und zur Herausgabe ihrer feuilletonistisch gehaltenen Reiseerinnerungen an. Bald darauf betrat sie das Gebiet des Romans und der Novelle, und hat sie sich auf demselben durch Zeichnung ihrer geistvollen Seelengemälde schnell bekannt und beliebt gemacht. Einen unauslöschlichen Eindruck übte auf sie schon in der Iugend die Aufhebung der Leibeigenschaft in Rußland durch Kaiser Alexander sie in dem Glauben, daß nur durch den Kampf gegen die Herzensroheit die Veredelung des Menschengeschlechts angestrebt werden könne, und dieser Gedanke tritt uns denn auch besonders in ihrem Roman „Licht, mehr Licht“ entgegen. Im Iahre 1885 siedelte sie nach Wien über, wo sie am 18. September 1897 starb. Pyramide u. Ölberg (Reiseerinnerungen), 1877. – Konflikte (R.); Verwirrte Fäden (R.), 1882. – Vorurteile (R.), 1882. – Licht, mehr Licht (Livländischer R.); Eine Schweizerreise (N.), 1891. – Herzens-Irrlichter (N.), 1896. – Der Schwur auf dem Ölberg (R.), 1897."
117079669,"pseud. Walther, n. St.) 1851 zu Pernau in Livland als der Sohn des bekannten estnischen Volksmannes Iohann Wilhelm I., des Begründers und langjährigen Redakteurs der ersten estnischen Zeitung „Pärnu Eesti Postimees“ geboren, besuchte das Gymnasium seiner Vaterstadt und seit 1864 das zu Dorpat und studierte darauf in Dorpat 1874–78 Diplomatie, Philosophie und Sprachwissenschaft. Nachdem er danach seine Studien in Deutschland forigesetzt, legte er 1881 in Dorpat sein philosophisches Kandidatenexamen ab, wurde nun Redakteur an der Zeitung seines Vaters und begründete 1882 das politische Blatt „Die Heimat“, das er bis 1884 in Reval und 1885 in Riga herausgab. Dann wurde er Beamter der livländischen Gouv.-Regierung, 1886 Inspektor der livländ. Telephonien in Riga u. einige Iahre später Zensor daselbst. Liederbuch eines Balten, 1880. – Sagen und Märchen des estnischen Volkes, übers.;"
101788665,"pseud. wig von Osten, (9. Mai n. St.) 1828 zu St. Petersburg als der Sohn des nachmaligen Professors der Veterinärmedizin in Dorpat v. I. geboren, besuchte drei Iahre lang die deutsche Kirchenschule zu St. Anna in Petersburg, seit 1845 das orientalische Institut daselbst und und wurde nach glänzend bestandenem Examen an die Gesandischaft nach Teheran geschickt. Hier blieb er vier Iahre, kehrte dann nach Petersburg zurück und diente 1855–58 im Ministerium des Äußern. Nach seiner Verheiratung mit einer Baronesse von Wrangell wirkte er 1858–61 abermals als erster Sekretär der Gesandtschaft in Teheran, worauf er dann dauernden Aufenthalt in Petersburg nahm, der nur durch verschiedene Sommerreisen nach Deutschland unterbrochen ward. Er starb als Geheimrat am 6. (18. n. St.) 1888. — Außer mehreren Übersetzungen aus dem Russischen des Tolstoi, Nekrassow, Golenischew-Kutusow veröffentlichte er Gedichte, 1874."
